"97","BST","Kubat","70","1302","99","3977303","Have been planning this since start of Kunark.","K1kyWVRTVTNPS21PL0RWUE16UnR3dz09Ojo/SvqfIUuv3WnDJSocGdJE",,"4681","458","4557","453","VGp0a0tFTDdXSzU0R1hCQlp2R3BXUT09OjoN+xTjtIrdm8PZYbYc+feR","0",,"TjZOOEZ3M3EyeDlJZ2dLOHFuaUZIdz09Ojqop8cpoWi61Eb7sSmFpz/o","2021-02-04","a0tFYW1aU09CeFd1U3p6bmZNY2hQUT09OjoPpMlySihI75B9LSNoBsee","0","1","58368","56153","2215","0","0","0","0","2022-01-26","postraids - ","2022-01-26","0","2","283648633042108416","Welcome.php","1"
"122","MNK","Brady","70","1247","99","0","Brady:  Fippy (IoN to TL to Citizen)
Brady:  Phinny (OGC to AoS to EoE to Resolute)","V3dXZC9VNFJUeENPa3AyMnNuZFpDQT09OjrS8jVl+UcshWfiyre5oT7x",,"0","0","0","0","VXpxM0RuVmNpTXNoZHVLWVc2VVNBUT09Ojrpe9YCPhN23MhZMLO9D8w3","0",,"cGdDWWFRVk1vZzFFWWQ2NnBNZXR5UT09OjqITyxNTT/ML9gxPVi5LCOw","2020-04-29","c3dQYkpKMHRIMXRYbXNOSElTQ0hhQT09Ojpo1y/WLXOVGT8lzB8PFyLu","0","0","30766","29660","1106","0","0","0","0","2022-01-25","raiding - ","2022-01-25","0","0","0","DKP.php","1"
"128","WAR","Kismet","70","1225","1","0","Kismet/Mage - Twisted Legion - Ragefire
Qismet/Mage - Twisted Legacy - Fippy
Kismit/Shaman - Twisted Legacy - Fippy
Sarkasm/Monk - Twisted Legacy - Fippy
Kismet/Berserker - AoS then into EoE - Phinny
Mauzer/Shaman - AoS then into EoE - Phinny
","RWlmVTkzRFZod0ZYOW1HcWRkSS9PUT09Ojrp8wZn7g88+IVUSGafzC+H",,"17850","1287","0","1165","MVJmYytGb2gvNW5XRFE1dmYyNnB5QT09OjoK1VVXwHGyra/lDqO2oHFM","0",,"c2pleXFvUDRXcjh4UERlQkdIdDBDUT09OjrQGNvIpCX/9ZnqMnaV5Hfh","2020-04-29","VkJoRytZdjdqdHhUekdXZmZGS2pJQT09OjqPX6z4C73FoLl/rqETO2qv","0","1","41696","39389","2307","0","0","0","0","2022-01-25","bid - Bid","2022-01-25","0","1","0","DKP.php","1"
"132","SHD","Glowerss","70","350","99","0","After playing on Phinny, I realized I needed a raid geared tank to play the way I wan playa. My 110 SK is an outrageous amount of fun. We just gonna give in and be an SK for the rest of the server.","QkU2dnFHOThTWkMyRzNZV0JaZWhBdz09OjpVTHowlB4u6rUb758zJ07C",,"0","0","0","0","eWlpWHVmcCttRkxLckQ3TWt2ZWpyUT09OjozhUIgoiD4+d/TGD3gGC7o","0",,"d0w4QlM1UzlsOE5JaWJtZUhqVmordz09OjrwZhPd6hi0m96F7yXtf0Wb","2021-02-20","bVFPWk9rTnBEd2RzUFJ0elRiSHB0Zz09Ojr7+1sH3cz/bGLudczP93zE","0","1","40777","38886","1891","0","0","0","0","2022-01-25","bid - Bid","2022-01-25","0","3","0","DKP.php","1"
"139","RNG","Ezen","70","288","99","0","Bored with wizard. Plus ranger becomes new meta soon.","YnVTZGJ1cjQ3ZWR3eUlGYnNkMURkQT09OjpbwYMztT24mo75FMJ6R/sf",,"0","0","0","0","V0o0bDJTR2hzWDR3MHpaUkJGVW14Zz09Ojqk+sljJVprm3xvUKWhtHzj","0",,"dnU1WUdXUlprOXpXRlBPVlhLM2t2UT09OjqPfbRM7WLjQXHvbKveIJTG","2020-12-20","T3lyWk9raTM2UjhyRWUxY2FsVzZsUT09OjqXXYVXvhyIgEaHIkCInBU4","0","1","26978","25695","1283","0","0","0","0","2022-01-24","dkp - ","2022-01-21","0","0","0","Character.php","0"
"146","ROG","Pettie","70","600","99","0","you know","TjdLOWRNclg5NnRHbkRCUTJQenY5UT09OjrnlyXEart148fRZCqXUIKb",,"5705","1460","0","1482","cUg2MzBWcWRwK0ZWalNNdDBpSlRTdz09OjqOK71WpSr0ZC2zs/bLRcTV","0",,"NVd1VGJsYjJ5NUx1Qmh2aE5xMkQrdz09OjpjRguAs6povrvm2rR+tBmH","2020-04-30","NVo1QXdlbllWWXF4VmdSaXFyNENyQT09OjouvlFA4pjoHhTT8l1MMeSG","0","1","32831","31956","875","0","0","0","0","2022-01-24","bid - Bid","2022-01-20","0","0","0","DKP.php","1"
"150","WAR","Renshu","70","1100","1","3977316","Phinny - Mendacium
Selo - Faceless
Mangler - Immortal Few","SXpFWUplYUtqRjByTkF5OWRvcVRsQT09OjpBM5yJ4dDKeBe72q9pZMPQ",,"0","0","0","0","c2RQZHlOWDMxcXZVVURUUGJSU1BHZz09OjoUrScTDKXseXAo/sfJfxBk","0",,"TUFac3BuQzF6NzBoTTRlSjNFMC9wNTgweXJqQXhkK1p1K3RiRFBmS3pPcz06OkNW3hktJK/SHNIOJdsPEac=","2020-04-30","TjZ0MjZxZDhmN3RNek0vWWV2cy9iUT09OjoXNJ25ti9ghO/Oz7zjVhO2","0","1","71234","69412","1822","0","0","0","0","2022-01-25","bid - Bid","2022-01-25","0","2","0","DKP.php","1"
"156","WAR","Ehffx","70","640","99","0","forced","RU5vUUQxMmZXS3hsYTZyYXJpRUtDdz09OjrpUtdW34PgaRhuXzpIktZG",,"0","0","0","0","amRQeDdsazdReWJLcktNSk5NSVpSQT09OjqO8XFg0lF4W0GNqou3GP1D","0",,"ZlVYK3pZTFBvaWMvUTlEdFhGT0Uydz09OjrmSRlDXP288AWAfLl/AWvu","2020-06-07","Mm5TUzZkZjBSdVVEclJBbmQrYk5idz09Ojpik5TMIKXQlOk8ghhBpVOU","0","1","35038","33277","1761","0","0","0","0","2022-01-13","dkp - lugolai","2021-12-23","0","0","0","DKP.php","1"
"165","BER","Fujimoto","70","400","99","0","I would make a good Berzerker ( have expereince with burn phases, etc.).
I have high RA since launch, loyalty to the guild and I miss the old dps competition.
I have never (ever) sold an account and still have all my characters in the guild.","K2l5TENxRFN0UlRXbXBRenA3WStHUT09OjoML0bNwvlGPitJkc9sfZNF",,"0","0","0","0","L00xZys0ZmlwMGs5NThhcHoreEo0UT09OjosssxvJvhhrVIPyhWWVaWR","0",,"dGpZL1BpZEdWcUJIZVVuZ2s3V2oyRnpDSHE5S29yWkl0ZlVFN29yelhRYz06OjyeY+BnWGsBCqykMSuUlEE=","2021-09-18","Z0c4V2J4SU4rV04wTFo4T1RZRm4rQT09OjrGHlMrh3EaXcnUa2UnQLuU","0","1","50024","48677","1347","0","0","0","0","2022-01-25","raiding - ","2022-01-25","0","2","0","DKP.php","1"
"185","BST","Arntor","70","1000","99","0","Been planning on making BST main since I started on the server.","NzIwZ2VOOUxxaEJ1WnZPYXBuZFd2QT09OjrgBhTkATZzU1mBJbh6wmoS",,"0","0","0","0","eFYzc0FBWmN1UU5VZW9rVTRxSXY4UT09Ojo7gz7yiQRX8ve8hpZbqHER","0",,"M0hWU1VCL2krMXpscjEvMklJeEt4UT09OjqRb/UyYR2dFh2mhZOu90NX","2021-02-13","SU93b1FSWkYvRFh1ZDNRcVRQcVh1QT09OjrpFbRlCaNT1iC5b3vNe37f","0","1","37819","36430","1389","0","0","0","0","2022-01-25","bid - Bid","2022-01-25","0","0","0","DKP.php","1"
